# WaniKani - Vocabulary
# Generated on May 29, 2016 06:49 AM UTC
# WaniKani to Anki Exporter (http://wanikanitoanki.com)
#key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
v_二世;vocabulary;二世;second generation;;;;;にせい;4
v_入学;vocabulary;入学;school admission, entry into school, admission into school, school entry, entering a school;;;;;にゅうがく;5
v_写す;vocabulary;写す;to copy;;;;;うつす;4
v_光年;vocabulary;光年;light year;;;;;こうねん;5
v_学年;vocabulary;学年;school grade, grade in school, school year, year in school;;;;;がくねん;5
v_月光;vocabulary;月光;moonlight, moonbeam;;;;;げっこう;5
v_今月;vocabulary;今月;this month, current month;;;;;こんげつ;3
v_音;vocabulary;音;sound;;;;;おと;5
v_百万;vocabulary;百万;million, one million, a million;;;;;ひゃくまん;4
v_王女;vocabulary;王女;princess;;;;;おうじょ;2
v_代用;vocabulary;代用;substitution;;;;;だいよう;4
v_今晩は;vocabulary;今晩は;good evening;;;;;こんばんは;15
v_土;vocabulary;土;soil, earth, ground, dirt;;;;;つち;2
v_半;vocabulary;半;half;;;;;はん;3
v_村人;vocabulary;村人;villager;;;;;むらびと;4
v_主人;vocabulary;主人;head of household, husband, head of a household, head of the household, landlord, master;;;;;しゅじん;4
v_少年;vocabulary;少年;young boy, juvenile, youth, boy;;;;;しょうねん;4
v_中止;vocabulary;中止;suspension, stoppage, discontinuance, interruption;;;;;ちゅうし;3
v_七つ;vocabulary;七つ;seven things;;;;;ななつ;1
v_字;vocabulary;字;character, kanji character, letter, symbol;;;;;じ;4
v_２０１１年;vocabulary;２０１１年;year 2011, 2011, the year 2011;;;;;にせんじゅういちねん;4
v_四角;vocabulary;四角;square;;;;;しかく;5
v_市立;vocabulary;市立;municipal, city;;;;;しりつ;3
v_学生;vocabulary;学生;student;;;;;がくせい;5
v_五日;vocabulary;五日;fifth day, day five, five days;;;;;いつか;2
v_口;vocabulary;口;mouth;;;;;くち;1
v_太字;vocabulary;太字;bold letter, bold, bold character, bold text, boldface;;;;;ふとじ;4
v_休止;vocabulary;休止;pause, rest, break;;;;;きゅうし;4
v_金玉;vocabulary;金玉;testicles;;;;;きんたま;5
v_有名;vocabulary;有名;famous;;;;;ゆうめい;6
v_代わり;vocabulary;代わり;substitute, replacement;;;;;かわり;6
v_年下;vocabulary;年下;younger;;;;;としした;6
v_久しぶり;vocabulary;久しぶり;long time no see, it's been a while;;;;;ひさしぶり;3
v_休む;vocabulary;休む;to rest;;;;;やすむ;4
v_林;vocabulary;林;forest, woods;;;;;はやし;5
v_心;vocabulary;心;heart;;;;;こころ;3
v_何千;vocabulary;何千;thousands;;;;;なんぜん;5
v_太る;vocabulary;太る;to get fat, to become fat, to grow fat;;;;;ふとる;3
v_体;vocabulary;体;body;;;;;からだ;5
v_紀元後;vocabulary;紀元後;after death, ad, anno domini, ce, common era;;;;;きげんご;15
v_都会;vocabulary;都会;city, town, urban, civilization;;;;;とかい;12
v_当たる;vocabulary;当たる;to be on target, to hit, to touch, to guess correctly, to guess right, to be right, to hit the target;;;;;あたる;5
v_正しい;vocabulary;正しい;correct, true;;;;;ただしい;2
v_子;vocabulary;子;kid, child;;;;;こ;2
v_小さい;vocabulary;小さい;small, little;;;;;ちいさい;2
v_大切;vocabulary;大切;important, precious, valuable;;;;;たいせつ;3
v_中央;vocabulary;中央;center, central, centre;;;;;ちゅうおう;4
v_行う;vocabulary;行う;to carry out a task, to carry out, to perform, to perform a task, to do a task;;;;;おこなう;5
v_幸福;vocabulary;幸福;happiness;;;;;こうふく;16
v_不人気;vocabulary;不人気;unpopular, not popular;;;;;ふにんき;7
v_本気;vocabulary;本気;serious;;;;;ほんき;4
v_会う;vocabulary;会う;to meet, to encounter;;;;;あう;5
v_耳打ち;vocabulary;耳打ち;whisper in ear, whisper in one's ear, whisper in someone's ear;;;;;みみうち;4
v_先回り;vocabulary;先回り;anticipation, anticipate;;;;;さきまわり;7
v_見る;vocabulary;見る;to see, to look;;;;;みる;4
v_作用;vocabulary;作用;action, effect, operation;;;;;さよう;5
v_工作;vocabulary;工作;construction;;;;;こうさく;5
v_生える;vocabulary;生える;to grow, to spring up, to sprout, to come out;;;;;はえる;5
v_作る;vocabulary;作る;to make, to build, to create;;;;;つくる;5
v_仏像;vocabulary;仏像;image of buddha;;;;;ぶつぞう;16
v_生む;vocabulary;生む;to give birth, to produce;;;;;うむ;3
v_分ける;vocabulary;分ける;to separate, to divide, to part, to split;;;;;わける;3
v_写る;vocabulary;写る;to be photographed;;;;;うつる;4
v_売り手;vocabulary;売り手;seller, vendor;;;;;うりて;5
v_売り切れ;vocabulary;売り切れ;sold out, out of stock;;;;;うりきれ;5
v_多分;vocabulary;多分;maybe, perhaps, probably;;;;;たぶん;5
v_学ぶ;vocabulary;学ぶ;to learn, to study in depth, to study;;;;;まなぶ;5
v_兄弟;vocabulary;兄弟;siblings, brothers and sisters;;;;;きょうだい;5
v_参る;vocabulary;参る;to come, to go;;;;;まいる;14
v_天気予報;vocabulary;天気予報;weather forecast;;;;;てんきよほう;20
v_古来;vocabulary;古来;ancient;;;;;こらい;5
v_早口;vocabulary;早口;fast talker, fast talking, fast speaker, fast speaking, quick talker;;;;;はやくち, はやぐち;6
v_男の子;vocabulary;男の子;boy;;;;;おとこのこ;5
v_毎回;vocabulary;毎回;every time, each time;;;;;まいかい;5
v_年来;vocabulary;年来;for some years, for years, longstanding;;;;;ねんらい;5
v_入社;vocabulary;入社;joining a company, joining the company;;;;;にゅうしゃ;5
v_公社;vocabulary;公社;public corporation, public company;;;;;こうしゃ;5
v_空;vocabulary;空;sky;;;;;そら;5
v_皮肉;vocabulary;皮肉;irony, sarcasm;;;;;ひにく;5
v_自立;vocabulary;自立;independence, self reliance;;;;;じりつ;5
v_水色;vocabulary;水色;sky blue, light blue, light blue color, light blue colour, sky blue color, sky blue colour;;;;;みずいろ;5
v_考え;vocabulary;考え;thought, a thought;;;;;かんがえ;5
v_考える;vocabulary;考える;to think about, to consider, to give thought;;;;;かんがえる;5
v_色々;vocabulary;色々;various;;;;;いろいろ;5
v_考え方;vocabulary;考え方;way of thinking, thought process;;;;;かんがえかた;5
v_行く;vocabulary;行く;to go;;;;;いく;5
v_言う;vocabulary;言う;to say;;;;;いう;5
v_行き;vocabulary;行き;train direction, bound for;;;;;ゆき, いき;5
v_三角;vocabulary;三角;triangle;;;;;さんかく;5
v_西;vocabulary;西;west;;;;;にし;5
v_走行;vocabulary;走行;traveling, travelling;;;;;そうこう;5
v_里;vocabulary;里;home village, village, one's parents' home, home town, hometown;;;;;さと;5
v_青い;vocabulary;青い;blue, unripe;;;;;あおい;5
v_交わる;vocabulary;交わる;to intersect, to cross, to mingle;;;;;まじわる;8
v_青年;vocabulary;青年;youth, young man;;;;;せいねん;5
v_不安;vocabulary;不安;uneasiness, anxiety, unease;;;;;ふあん;6
v_手作り;vocabulary;手作り;handmade;;;;;てづくり;7
v_全く;vocabulary;全く;completely, entirely, truly, really, wholly;;;;;まったく;8
v_この前;vocabulary;この前;last time, recently, lately, previous, previously;;;;;このまえ;8
v_交ぜる;vocabulary;交ぜる;to mix, to mix something;;;;;まぜる;5
v_全力;vocabulary;全力;full effort, every effort, best effort, full power;;;;;ぜんりょく;6
v_安全;vocabulary;安全;safety;;;;;あんぜん;6
v_地下;vocabulary;地下;underground, basement, cellar;;;;;ちか;6
v_幸せ;vocabulary;幸せ;happiness;;;;;しあわせ;16
v_夏;vocabulary;夏;summer;;;;;なつ;7
v_何年;vocabulary;何年;what year, how many years;;;;;なんねん;5
v_次回;vocabulary;次回;next time;;;;;じかい;6
v_国;vocabulary;国;country, nation;;;;;くに;6
v_外国;vocabulary;外国;foreign country;;;;;がいこく;6
v_外国人;vocabulary;外国人;foreign person, foreigner;;;;;がいこくじん;6
v_今夜;vocabulary;今夜;tonight, this evening;;;;;こんや;6
v_妹;vocabulary;妹;younger sister, little sister;;;;;いもうと;6
v_運転する;vocabulary;運転する;to drive;;;;;うんてんする;10
v_小学生;vocabulary;小学生;elementary school student, primary school student, elementary schooler, primary schooler, grade schooler, grade school student;;;;;しょうがくせい;7
v_中学生;vocabulary;中学生;middle school student, junior high school student, middle schooler, junior high schooler, junior high student;;;;;ちゅうがくせい;7
v_死体;vocabulary;死体;dead body, corpse, cadaver;;;;;したい;6
v_早く;vocabulary;早く;early, soon, quickly, fast;;;;;はやく;6
v_取れる;vocabulary;取れる;to come off, to be removed, to fall off;;;;;とれる;18
v_別れる;vocabulary;別れる;to separate, to be divided, to part from;;;;;わかれる;13
v_社内;vocabulary;社内;within the company, in house, inside the company, inside a company, in the company, within a company;;;;;しゃない;5
v_大きく;vocabulary;大きく;in a big way, on a grand scale;;;;;おおきく;7
v_思う;vocabulary;思う;to think;;;;;おもう;6
v_不明;vocabulary;不明;unknown, unclear, uncertain, unsure;;;;;ふめい;6
v_整理;vocabulary;整理;arrangement, sorting, organization, adjustment;;;;;せいり;13
v_宿;vocabulary;宿;lodging, inn, hotel, lodge;;;;;やど;13
v_出来上がる;vocabulary;出来上がる;to be finished, to be completed;;;;;できあがる;8
v_夏休み;vocabulary;夏休み;summer vacation, summer break, summer holiday;;;;;なつやすみ;7
v_付ける;vocabulary;付ける;to attach;;;;;つける;7
v_弱点;vocabulary;弱点;weak point, weakness;;;;;じゃくてん;7
v_東方;vocabulary;東方;eastward, eastern direction;;;;;とうほう;6
v_直す;vocabulary;直す;to fix;;;;;なおす;6
v_弟;vocabulary;弟;younger brother, little brother;;;;;おとうと;5
v_生活;vocabulary;生活;life, livelihood;;;;;せいかつ;6
v_平日;vocabulary;平日;weekdays;;;;;へいじつ;4
v_後で;vocabulary;後で;after, afterwards, later;;;;;あとで;6
v_見直す;vocabulary;見直す;to reevaluate, to look again, to reassess;;;;;みなおす;8
v_いい加減;vocabulary;いい加減;pointless, unfounded, irresponsible, careless;;;;;いいかげん;19
v_妥協;vocabulary;妥協;compromise;;;;;だきょう;14
v_全て;vocabulary;全て;all, entire;;;;;すべて;6
v_以外;vocabulary;以外;other than, excepting, except for;;;;;いがい;7
v_近づく;vocabulary;近づく;to get close, to approach, to draw near, to near, to bring near;;;;;ちかづく;8
v_米国;vocabulary;米国;america, united states, united states of america, usa;;;;;べいこく;6
v_名前;vocabulary;名前;name, first name, full name, given name;;;;;なまえ;8
v_失う;vocabulary;失う;to lose, to part with, to lose something, to part with something;;;;;うしなう;7
v_家;vocabulary;家;home, house;;;;;いえ, うち;7
v_同時;vocabulary;同時;same time;;;;;どうじ;7
v_当て字;vocabulary;当て字;phonetic kanji;;;;;あてじ;10
v_必ず;vocabulary;必ず;surely, certainly, without exception, always, definitely;;;;;かならず;7
v_必死;vocabulary;必死;frantic, desperate, certain death, sure death;;;;;ひっし;7
v_教室;vocabulary;教室;classroom;;;;;きょうしつ;7
v_一時;vocabulary;一時;one o'clock;;;;;いちじ;7
v_二時半;vocabulary;二時半;two thirty, half past two, half two;;;;;にじはん;7
v_戦争;vocabulary;戦争;war;;;;;せんそう;11
v_未だ;vocabulary;未だ;not yet, still;;;;;まだ;7
v_氏;vocabulary;氏;mister, sir, ma'am, madam, miss;;;;;し;7
v_社会;vocabulary;社会;society;;;;;しゃかい;7
v_理由;vocabulary;理由;reason;;;;;りゆう;7
v_時;vocabulary;時;time, o'clock, hour;;;;;とき;7
v_工場;vocabulary;工場;factory;;;;;こうじょう, こうば;8
v_自由;vocabulary;自由;freedom;;;;;じゆう;7
v_〜部;vocabulary;〜部;department, club, category;;;;;ぶ;9
v_高い;vocabulary;高い;tall, high, expensive;;;;;たかい;7
v_紙;vocabulary;紙;paper;;;;;かみ;7
v_海魚;vocabulary;海魚;ocean fish, saltwater fish;;;;;かいぎょ, うみざかな;7
v_交通;vocabulary;交通;traffic;;;;;こうつう;7
v_通る;vocabulary;通る;to pass, to pass through;;;;;とおる;7
v_金魚;vocabulary;金魚;goldfish;;;;;きんぎょ;7
v_黒人;vocabulary;黒人;black person, black people;;;;;こくじん;7
v_作者;vocabulary;作者;author, writer;;;;;さくしゃ;8
v_交じる;vocabulary;交じる;to be mixed;;;;;まじる;8
v_住む;vocabulary;住む;to live, to dwell, to reside;;;;;すむ;8
v_数;vocabulary;数;number, count, amount;;;;;かず;8
v_三角形;vocabulary;三角形;triangle;;;;;さんかくけい, さんかっけい;7
v_助力;vocabulary;助力;assistance, support;;;;;じょりょく;8
v_医大;vocabulary;医大;medical university, medical school, med school;;;;;いだい;8
v_年次;vocabulary;年次;annual, yearly;;;;;ねんじ;6
v_合う;vocabulary;合う;to suit, to come together, to meet, to match;;;;;あう;8
v_所;vocabulary;所;place, spot, scene;;;;;ところ;8
v_和室;vocabulary;和室;japanese style room;;;;;わしつ;9
v_水中;vocabulary;水中;underwater;;;;;すいちゅう;2
v_向こう;vocabulary;向こう;opposite side, over there, other side, far away;;;;;むこう;8
v_〜君;vocabulary;〜君;boy name ender, male name ender, boy name suffix, male name suffix;;;;;くん;8
v_君;vocabulary;君;you, buddy;;;;;きみ;8
v_場合;vocabulary;場合;case, circumstance, situation;;;;;ばあい;8
v_反対;vocabulary;反対;opposition, opposite;;;;;はんたい;8
v_会話;vocabulary;会話;conversation, dialog;;;;;かいわ;8
v_安売り;vocabulary;安売り;sell cheaply, discount, bargain sale, sale;;;;;やすうり;8
v_支局;vocabulary;支局;branch office;;;;;しきょく;8
v_道;vocabulary;道;road, street, path, way;;;;;みち;8
v_大学生;vocabulary;大学生;university student, college student, uni student;;;;;だいがくせい;7
v_対する;vocabulary;対する;to compare to, to face each other, to oppose, to compare, to contrast, to contrast to;;;;;たいする;8
v_後ろ;vocabulary;後ろ;behind, back, rear;;;;;うしろ;6
v_局;vocabulary;局;bureau, department, station;;;;;きょく;8
v_役;vocabulary;役;service, duty;;;;;やく;8
v_思い出;vocabulary;思い出;a memory, memories, memory;;;;;おもいで;8
v_思い出す;vocabulary;思い出す;to remember, to recall;;;;;おもいだす;8
v_出所;vocabulary;出所;source, origin, place of origin;;;;;しゅっしょ;8
v_折角;vocabulary;折角;with trouble, with difficulty, going through the trouble, trouble with, difficulty with, on purpose, deliberately;;;;;せっかく;14
v_次々;vocabulary;次々;one by one, in succession, one after the other;;;;;つぎつぎ;8
v_支店;vocabulary;支店;branch office, branch store;;;;;してん;8
v_朝日;vocabulary;朝日;morning sun, rising sun;;;;;あさひ;8
v_出血;vocabulary;出血;bleeding, bleed;;;;;しゅっけつ;6
v_人数;vocabulary;人数;number of people, amount of people;;;;;にんずう;8
v_曲げる;vocabulary;曲げる;to bend, to bend something;;;;;まげる;8
v_芸人;vocabulary;芸人;comedian, actor, performer;;;;;げいにん;14
v_受験;vocabulary;受験;take an exam, take an examination, take a test, taking an exam, taking an examination, taking a test;;;;;じゅけん;18
v_島;vocabulary;島;island;;;;;しま;12
v_点数;vocabulary;点数;points, score;;;;;てんすう;8
v_両方;vocabulary;両方;both, both sides, both ways;;;;;りょうほう;6
v_朝;vocabulary;朝;morning;;;;;あさ;8
v_決める;vocabulary;決める;to decide;;;;;きめる;8
v_研究所;vocabulary;研究所;research institute, research laboratory, research establishment, research lab, research facility;;;;;けんきゅうしょ, けんきゅうじょ;10
v_朝ごはん;vocabulary;朝ごはん;breakfast;;;;;あさごはん;8
v_疑問;vocabulary;疑問;doubt;;;;;ぎもん;13
v_未決;vocabulary;未決;pending, unsettled, undecided, not yet decided;;;;;みけつ;8
v_決;vocabulary;決;decision;;;;;けつ;8
v_自決;vocabulary;自決;self determination, suicide;;;;;じけつ;8
v_万;vocabulary;万;ten thousand;;;;;まん;3
v_全身;vocabulary;全身;whole body, entire body;;;;;ぜんしん;8
v_明るい;vocabulary;明るい;bright;;;;;あかるい;6
v_実;vocabulary;実;truth, reality;;;;;じつ;9
v_身;vocabulary;身;body, oneself;;;;;み;8
v_返す;vocabulary;返す;to return, to return something;;;;;かえす;9
v_茶色;vocabulary;茶色;brown, brown colour, brown color, color brown, colour brown;;;;;ちゃいろ;6
v_初級;vocabulary;初級;beginner level, elementary level, beginning level;;;;;しょきゅう;11
v_歩道;vocabulary;歩道;sidewalk, footpath, pavement;;;;;ほどう;8
v_仕方がない;vocabulary;仕方がない;can't be helped, it can't be helped, no use, it's no use, it is no use;;;;;しかたがない;6
v_果たして;vocabulary;果たして;as was expected, just as i thought, as expected;;;;;はたして;19
v_長さ;vocabulary;長さ;length;;;;;ながさ;8
v_大文字;vocabulary;大文字;capital letters, uppercase letters, capital letter, uppercase letter, uppercase, capital;;;;;おおもじ;6
v_人間;vocabulary;人間;human, human being;;;;;にんげん;8
v_空間;vocabulary;空間;space;;;;;くうかん;8
v_門;vocabulary;門;gate;;;;;もん;16
v_間もなく;vocabulary;間もなく;soon, before long, in a short time, shortly, momentarily;;;;;まもなく;8
v_電池;vocabulary;電池;battery;;;;;でんち;8
v_馬;vocabulary;馬;horse;;;;;うま;8
v_回す;vocabulary;回す;to turn, to rotate, to turn something, to rotate something;;;;;まわす;8
v_工事;vocabulary;工事;construction;;;;;こうじ;9
v_返事;vocabulary;返事;reply, response;;;;;へんじ;9
v_見付ける;vocabulary;見付ける;to find, to find something;;;;;みつける;9
v_付く;vocabulary;付く;to be attached;;;;;つく;9
v_会;vocabulary;会;meeting, assembly, party;;;;;かい;5
v_実力;vocabulary;実力;true strength, true ability, true power;;;;;じつりょく;9
v_使う;vocabulary;使う;to use;;;;;つかう;9
v_家具;vocabulary;家具;furniture;;;;;かぐ;9
v_道具;vocabulary;道具;tool;;;;;どうぐ;9
v_勝つ;vocabulary;勝つ;to win;;;;;かつ;9
v_受ける;vocabulary;受ける;to receive, to accept, to catch;;;;;うける;9
v_安い;vocabulary;安い;cheap, inexpensive;;;;;やすい;6
v_和服;vocabulary;和服;japanese style clothes, japanese clothing, japanese style clothing, japanese clothes;;;;;わふく;9
v_始めに;vocabulary;始めに;in the beginning, to begin with, to start with;;;;;はじめに;9
v_〜屋;vocabulary;〜屋;store, shop;;;;;や;9
v_空気;vocabulary;空気;atmosphere, air;;;;;くうき;5
v_社長;vocabulary;社長;company president, manager, director, president of a company;;;;;しゃちょう;6
v_映る;vocabulary;映る;to be reflected, to be projected;;;;;うつる;13
v_部屋;vocabulary;部屋;room;;;;;へや;9
v_〜度;vocabulary;〜度;degrees;;;;;ど;9
v_角度;vocabulary;角度;angle;;;;;かくど;9
v_弱虫;vocabulary;弱虫;weakling, coward;;;;;よわむし;9
v_持つ;vocabulary;持つ;to hold, to bring, to carry;;;;;もつ;9
v_苦しい;vocabulary;苦しい;painful, agonizing;;;;;くるしい;9
v_方言;vocabulary;方言;dialect;;;;;ほうげん;6
v_気持ち;vocabulary;気持ち;feeling;;;;;きもち;9
v_小学校;vocabulary;小学校;elementary school, primary school, grade school;;;;;しょうがっこう;9
v_名物;vocabulary;名物;famous product, special product, famous goods, special goods, famous item, special item;;;;;めいぶつ;9
v_本物;vocabulary;本物;the real thing, real deal, the real deal, real thing, genuine article, the genuine article;;;;;ほんもの;9
v_世界;vocabulary;世界;the world, society, the universe;;;;;せかい;9
v_発見;vocabulary;発見;discovery;;;;;はっけん;9
v_線;vocabulary;線;line;;;;;せん;10
v_美しい;vocabulary;美しい;beautiful;;;;;うつくしい;9
v_要点;vocabulary;要点;main point, gist, main idea, essence;;;;;ようてん;9
v_重要;vocabulary;重要;essential, important, necessary;;;;;じゅうよう;9
v_負ける;vocabulary;負ける;to lose, to be defeated;;;;;まける;9
v_放送する;vocabulary;放送する;to broadcast;;;;;ほうそうする;11
v_送る;vocabulary;送る;to send;;;;;おくる;9
v_お知らせ;vocabulary;お知らせ;notice, notification, flier, pamphlet, handbill, flyer, leaflet;;;;;おしらせ;8
v_二重;vocabulary;二重;double, dual;;;;;にじゅう;9
v_最近;vocabulary;最近;recent, latest, lately, recently;;;;;さいきん;10
v_重い;vocabulary;重い;heavy;;;;;おもい;9
v_方向;vocabulary;方向;direction;;;;;ほうこう;6
v_化かす;vocabulary;化かす;to bewitch, to enchant;;;;;ばかす;10
v_高さ;vocabulary;高さ;height;;;;;たかさ;9
v_投げ付ける;vocabulary;投げ付ける;to throw against, to throw at;;;;;なげつける;10
v_楽しみ;vocabulary;楽しみ;looking forward to, hope, expectation, anticipation, pleasure, enjoyment;;;;;たのしみ;10
v_歌う;vocabulary;歌う;to sing;;;;;うたう;12
v_歌手;vocabulary;歌手;singer;;;;;かしゅ;10
v_地;vocabulary;地;earth, ground;;;;;ち;6
v_性病;vocabulary;性病;sexually transmitted disease, std;;;;;せいびょう;14
v_最高;vocabulary;最高;the best, best, supreme, the most, most;;;;;さいこう;10
v_算数;vocabulary;算数;arithmetic, math, mathematics;;;;;さんすう;10
v_終了;vocabulary;終了;end, finish, close;;;;;しゅうりょう;10
v_終電;vocabulary;終電;last train, the last train;;;;;しゅうでん;12
v_大体;vocabulary;大体;general, approximate, outline, gist;;;;;だいたい;5
v_習う;vocabulary;習う;to learn;;;;;ならう;10
v_新聞;vocabulary;新聞;newspaper;;;;;しんぶん;10
v_苦手;vocabulary;苦手;hard to deal with, weak point, poor at, not very good at, bad at;;;;;にがて;11
v_死;vocabulary;死;death;;;;;し;6
v_東;vocabulary;東;east;;;;;ひがし;6
v_落ち葉;vocabulary;落ち葉;fallen leaves, fallen leaf;;;;;おちば;12
v_青葉;vocabulary;青葉;greenery;;;;;あおば;10
v_親友;vocabulary;親友;close friend, best friend, good friend;;;;;しんゆう;10
v_話し方;vocabulary;話し方;way of speaking, speaking style, way of talking, talking style;;;;;はなしかた;12
v_フランス語;vocabulary;フランス語;french language, french;;;;;ふらんすご, フランスご;10
v_物語;vocabulary;物語;tale, story, legend;;;;;ものがたり;10
v_活気;vocabulary;活気;energy, liveliness, vigor, spirit;;;;;かっき;6
v_名曲;vocabulary;名曲;famous music, famous song, famous tune;;;;;めいきょく;6
v_九州;vocabulary;九州;kyuushuu, kyushu;;;;;きゅうしゅう;6
v_調子;vocabulary;調子;condition;;;;;ちょうし;10
v_起こす;vocabulary;起こす;to wake someone up, to wake up, to wake someone;;;;;おこす;14
v_起こる;vocabulary;起こる;to occur, to happen, to take place;;;;;おこる;12
v_負け犬;vocabulary;負け犬;loser;;;;;まけいぬ;11
v_名;vocabulary;名;name, reputation;;;;;な;4
v_軽い;vocabulary;軽い;lightweight, light, light weight;;;;;かるい;10
v_自転車;vocabulary;自転車;bicycle, bike, pushbike;;;;;じてんしゃ;10
v_転送;vocabulary;転送;transfer, transmission, forwarding;;;;;てんそう;10
v_早速;vocabulary;早速;at once, immediately, without delay, right away, right now;;;;;さっそく;10
v_進む;vocabulary;進む;to advance, to go forward, to progress;;;;;すすむ;10
v_以下;vocabulary;以下;less than, or less, not exceeding, below;;;;;いか;7
v_配る;vocabulary;配る;to distribute, to pass out, to deliver;;;;;くばる;10
v_鉄人;vocabulary;鉄人;strong man, badass, iron man, macho man, tough guy;;;;;てつじん;10
v_電鉄;vocabulary;電鉄;electric railway;;;;;でんてつ;10
v_見返す;vocabulary;見返す;to look back at, to triumph over;;;;;みかえす;15
v_開ける;vocabulary;開ける;to open, to open something;;;;;あける;10
v_間に合う;vocabulary;間に合う;to be in time for, to make it on time, to be on time for;;;;;まにあう;10
v_病院;vocabulary;病院;hospital;;;;;びょういん;10
v_集まる;vocabulary;集まる;to come together, to gather, to be gathered;;;;;あつまる;12
v_酒飲み;vocabulary;酒飲み;alcoholic, boozer, drunkard;;;;;さけのみ;12
v_鳴く;vocabulary;鳴く;to chirp, to bark, to make an animal sound;;;;;なく;10
v_白黒;vocabulary;白黒;black and white, white and black;;;;;しろくろ;9
v_乗り場;vocabulary;乗り場;bus stop, taxi stand, train platform, place for boarding vehicles;;;;;のりば;11
v_近く;vocabulary;近く;near, neighbourhood, neighborhood, vicinity, nearly, shortly;;;;;ちかく;7
v_競争;vocabulary;競争;competition;;;;;きょうそう;11
v_一位;vocabulary;一位;first place, first ranked;;;;;いちい;11
v_前;vocabulary;前;front, before;;;;;まえ;6
v_便利;vocabulary;便利;convenient, handy;;;;;べんり;11
v_便所;vocabulary;便所;toilet, lavatory, restroom, bathroom;;;;;べんじょ;11
v_開放する;vocabulary;開放する;to fling open, to throw open, to liberate;;;;;かいほうする;11
v_育つ;vocabulary;育つ;to be raised;;;;;そだつ;11
v_上級;vocabulary;上級;advanced level, high grade, advanced grade, high level;;;;;じょうきゅう;11
v_労働;vocabulary;労働;manual labor, manual labour;;;;;ろうどう;11
v_走る;vocabulary;走る;to run;;;;;はしる;5
v_正直;vocabulary;正直;honest;;;;;しょうじき;6
v_公共;vocabulary;公共;public, community;;;;;こうきょう;11
v_放れる;vocabulary;放れる;to be released;;;;;はなれる;13
v_意外;vocabulary;意外;unexpected;;;;;いがい;11
v_部室;vocabulary;部室;clubroom;;;;;ぶしつ;9
v_別々;vocabulary;別々;separately, individually;;;;;べつべつ;11
v_天国;vocabulary;天国;kingdom of heaven, heaven;;;;;てんごく;6
v_成功;vocabulary;成功;success;;;;;せいこう;11
v_苦労;vocabulary;苦労;hardship, troubles;;;;;くろう;11
v_別に;vocabulary;別に;not particularly, separately, not really, not exactly, not especially;;;;;べつに;11
v_決定;vocabulary;決定;decision, determination;;;;;けってい;9
v_指す;vocabulary;指す;to point, to point at;;;;;さす;11
v_友好;vocabulary;友好;friendship;;;;;ゆうこう;11
v_好き;vocabulary;好き;like, fondness, love, to like;;;;;すき;11
v_完成;vocabulary;完成;completion, accomplishment;;;;;かんせい;14
v_成る;vocabulary;成る;to become;;;;;なる;11
v_拾う;vocabulary;拾う;to pick up, to find, to gather;;;;;ひろう;11
v_待合室;vocabulary;待合室;waiting room;;;;;まちあいしつ;13
v_意味;vocabulary;意味;meaning;;;;;いみ;11
v_長い;vocabulary;長い;long;;;;;ながい;6
v_大学院;vocabulary;大学院;graduate school, grad school;;;;;だいがくいん;10
v_指定する;vocabulary;指定する;to appoint, to assign, to designate, to specify;;;;;していする;11
v_落ち;vocabulary;落ち;conclusion, final result, the end, punch line, slip, omission, outcome;;;;;おち;12
v_放す;vocabulary;放す;to release, to let go, to release something, to let go of something;;;;;はなす;11
v_水星;vocabulary;水星;mercury;;;;;すいせい;6
v_親指;vocabulary;親指;thumb;;;;;おやゆび;11
v_神;vocabulary;神;god, gods;;;;;かみ;11
v_競う;vocabulary;競う;to compete;;;;;きそう;11
v_特に;vocabulary;特に;especially, particularly;;;;;とくに;11
v_秒;vocabulary;秒;second;;;;;びょう;11
v_次;vocabulary;次;next;;;;;つぎ;6
v_中級;vocabulary;中級;intermediate level, intermediate rank, intermediate grade;;;;;ちゅうきゅう;11
v_陽気;vocabulary;陽気;cheerful, jovial, merry, lively, season, weather;;;;;ようき;12
v_勉強;vocabulary;勉強;studies, study;;;;;べんきょう;12
v_動物;vocabulary;動物;animal;;;;;どうぶつ;12
v_全員;vocabulary;全員;all members, all hands, everyone, everybody;;;;;ぜんいん;12
v_商人;vocabulary;商人;merchant, trader, shopkeeper;;;;;しょうにん;12
v_寒い;vocabulary;寒い;cold;;;;;さむい;12
v_庭;vocabulary;庭;garden, yard;;;;;にわ;12
v_〜倍;vocabulary;〜倍;times, fold;;;;;ばい;12
v_意地悪;vocabulary;意地悪;malicious, mean, jerk;;;;;いじわる;14
v_息子;vocabulary;息子;son;;;;;むすこ;12
v_悪人;vocabulary;悪人;bad person, villain, evildoer, bad guy, wicked person, evil person;;;;;あくにん;12
v_最悪;vocabulary;最悪;the worst, worst;;;;;さいあく;12
v_気持ち悪い;vocabulary;気持ち悪い;to feel terrible, terrible, to feel bad, bad feeling, feeling bad, feeling terrible;;;;;きもちわるい;14
v_旅;vocabulary;旅;trip, travel;;;;;たび;12
v_旅行;vocabulary;旅行;trip, travel;;;;;りょこう;12
v_家族;vocabulary;家族;family, immediate family;;;;;かぞく;12
