# WaniKani - Vocabulary
# Generated on May 29, 2016 06:49 AM UTC
# WaniKani to Anki Exporter (http://wanikanitoanki.com)
#key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
v_心身;vocabulary;心身;body and mind, mind and body;;;;;しんしん;8
v_服;vocabulary;服;clothes, clothing;;;;;ふく;9
v_例外;vocabulary;例外;exception;;;;;れいがい;14
v_式;vocabulary;式;ceremony, ritual, equation;;;;;しき;15
v_〜弁;vocabulary;〜弁;dialect;;;;;べん;16
v_犯人;vocabulary;犯人;criminal;;;;;はんにん;20
v_関西;vocabulary;関西;kansai;;;;;かんさい;16
v_洋風;vocabulary;洋風;western style;;;;;ようふう;11
v_洋食;vocabulary;洋食;western food, western style food;;;;;ようしょく;11
v_協力;vocabulary;協力;cooperation;;;;;きょうりょく;14
v_泉;vocabulary;泉;spring, fountain;;;;;いずみ;12
v_〜道;vocabulary;〜道;method of, way, style, way of;;;;;どう;8
v_伝える;vocabulary;伝える;to transmit, to tell;;;;;つたえる;11
v_洋室;vocabulary;洋室;western style room;;;;;ようしつ;11
v_お客さん;vocabulary;お客さん;guest, visitor, customer;;;;;おきゃくさん;9
v_女性;vocabulary;女性;female;;;;;じょせい;14
v_見送る;vocabulary;見送る;to see off;;;;;みおくる;11
v_塩;vocabulary;塩;salt;;;;;しお;17
v_周囲;vocabulary;周囲;perimeter, circumference, surroundings, environs;;;;;しゅうい;14
v_男性;vocabulary;男性;male;;;;;だんせい;14
v_折る;vocabulary;折る;to fold;;;;;おる;14
v_左側;vocabulary;左側;left side;;;;;ひだりがわ;17
v_待ちぼうけ;vocabulary;待ちぼうけ;stood up, waiting in vain;;;;;まちぼうけ;11
v_技能;vocabulary;技能;skill, ability;;;;;ぎのう;14
v_勉強する;vocabulary;勉強する;to study;;;;;べんきょうする;14
v_温かい;vocabulary;温かい;warm;;;;;あたたかい;12
v_下着;vocabulary;下着;underwear;;;;;したぎ;12
v_緑;vocabulary;緑;green;;;;;みどり;13
v_温める;vocabulary;温める;to warm up, to warm, to heat up, to heat;;;;;あたためる;14
v_猫;vocabulary;猫;cat;;;;;ねこ;15
v_席;vocabulary;席;seat;;;;;せき;17
v_若い;vocabulary;若い;young;;;;;わかい;19
v_運命;vocabulary;運命;fate, destiny;;;;;うんめい;11
v_絵文字;vocabulary;絵文字;emoji;;;;;えもじ;8
v_老人;vocabulary;老人;old person, elderly person;;;;;ろうじん;11
v_三番目;vocabulary;三番目;third thing, the third;;;;;さんばんめ;12
v_干渉;vocabulary;干渉;interference, intervention;;;;;かんしょう;17
v_幻覚;vocabulary;幻覚;hallucination;;;;;げんかく;17
v_温度;vocabulary;温度;temperature;;;;;おんど;12
v_宿題;vocabulary;宿題;homework;;;;;しゅくだい;13
v_悲しむ;vocabulary;悲しむ;to be sad;;;;;かなしむ;14
v_作品;vocabulary;作品;a work, work, production;;;;;さくひん;16
v_結果;vocabulary;結果;result;;;;;けっか;17
v_億;vocabulary;億;hundred million;;;;;おく;13
v_集中する;vocabulary;集中する;to concentrate;;;;;しゅうちゅうする;11
v_人情;vocabulary;人情;humanity, human feelings, empathy, kindness, sympathy;;;;;にんじょう;13
v_仮面;vocabulary;仮面;mask;;;;;かめん;16
v_借財;vocabulary;借財;debt;;;;;しゃくざい;19
v_予想;vocabulary;予想;expect, anticipate, expectation, anticipation, prediction;;;;;よそう;13
v_感じ;vocabulary;感じ;feeling;;;;;かんじ;13
v_暗殺;vocabulary;暗殺;assassination;;;;;あんさつ;13
v_情熱;vocabulary;情熱;passion, enthusiasm;;;;;じょうねつ;13
v_生保;vocabulary;生保;life insurance;;;;;せいほ;16
v_主因;vocabulary;主因;main cause, primary cause;;;;;しゅいん;17
v_数詞;vocabulary;数詞;numeral, number word;;;;;すうし;19
v_飲み物;vocabulary;飲み物;beverage, drink;;;;;のみもの;12
v_落とす;vocabulary;落とす;to drop something, to let fall, to drop, to fall;;;;;おとす;12
v_母親;vocabulary;母親;mother;;;;;ははおや;12
v_証人;vocabulary;証人;witness;;;;;しょうにん;16
v_前面;vocabulary;前面;front, front side;;;;;ぜんめん;16
v_面;vocabulary;面;surface, face;;;;;めん;16
v_人殺し;vocabulary;人殺し;murder, murderer;;;;;ひとごろし;15
v_苦い;vocabulary;苦い;bitter taste, bitter;;;;;にがい;9
v_笑顔;vocabulary;笑顔;smile, smiling face;;;;;えがお;16
v_当然;vocabulary;当然;natural, obvious;;;;;とうぜん;13
v_ご飯;vocabulary;ご飯;meal, cooked rice;;;;;ごはん;15
v_席順;vocabulary;席順;seating order;;;;;せきじゅん;19
v_駅前;vocabulary;駅前;front of station, in front of station, front of the station, in front of the station, station front;;;;;えきまえ;13
v_用事;vocabulary;用事;errand, business;;;;;ようじ;9
v_楽勝;vocabulary;楽勝;easy victory, easy win;;;;;らくしょう;9
v_中学校;vocabulary;中学校;middle school, junior high school;;;;;ちゅうがっこう;9
v_果物;vocabulary;果物;fruit;;;;;くだもの;17
v_兵士;vocabulary;兵士;soldier;;;;;へいし;17
v_事;vocabulary;事;thing, matter, action;;;;;こと;9
v_平和;vocabulary;平和;peace, harmony;;;;;へいわ;9
v_深さ;vocabulary;深さ;depth, profundity;;;;;ふかさ;14
v_最終;vocabulary;最終;last, final, the last, the final;;;;;さいしゅう;10
v_待たせる;vocabulary;待たせる;to make someone wait, to keep someone waiting, to make wait, to keep waiting;;;;;またせる;9
v_新しい;vocabulary;新しい;new;;;;;あたらしい;9
v_〜県;vocabulary;〜県;prefecture;;;;;けん;9
v_知り合い;vocabulary;知り合い;acquaintance;;;;;しりあい;10
v_意識;vocabulary;意識;consciously, awareness, consciousness;;;;;いしき;17
v_能力;vocabulary;能力;ability, capability;;;;;のうりょく;14
v_仮説;vocabulary;仮説;hypothesis;;;;;かせつ;17
v_事実;vocabulary;事実;truth, fact, reality;;;;;じじつ;9
v_進行;vocabulary;進行;advance, progress;;;;;しんこう;10
v_英会話;vocabulary;英会話;english conversation;;;;;えいかいわ;15
v_集団;vocabulary;集団;group, crowd;;;;;しゅうだん;19
v_近所;vocabulary;近所;neighborhood, neighbourhood;;;;;きんじょ;10
v_病気;vocabulary;病気;sick, illness, sickness, disease;;;;;びょうき;10
v_聞く;vocabulary;聞く;to hear, to ask, to listen;;;;;きく;10
v_農業;vocabulary;農業;agriculture;;;;;のうぎょう;10
v_木材;vocabulary;木材;wood, lumber;;;;;もくざい;14
v_鼻;vocabulary;鼻;nose;;;;;はな;17
v_急に;vocabulary;急に;suddenly, immediately, abruptly;;;;;きゅうに;16
v_手伝う;vocabulary;手伝う;to help, to assist, to lend a hand, to give a hand;;;;;てつだう;13
v_話;vocabulary;話;story, talk, speech;;;;;はなし;10
v_使い方;vocabulary;使い方;how to use, way of using;;;;;つかいかた;11
v_指;vocabulary;指;finger;;;;;ゆび;11
v_骨折;vocabulary;骨折;broken bone, fracture, bone fracture;;;;;こっせつ;14
v_最低;vocabulary;最低;the lowest, the worst, lowest, worst, nasty, terrible;;;;;さいてい;11
v_電波;vocabulary;電波;reception, radio wave, electromagnetic wave;;;;;でんぱ;11
v_残す;vocabulary;残す;to leave behind, to leave over;;;;;のこす;16
v_証言;vocabulary;証言;testimony;;;;;しょうげん;16
v_達する;vocabulary;達する;to attain, to reach, to get to, to arrive at;;;;;たっする;18
v_新宿;vocabulary;新宿;shinjuku;;;;;しんじゅく;13
v_思想;vocabulary;思想;thought, idea;;;;;しそう;13
v_詩歌;vocabulary;詩歌;poetry;;;;;しか, しいか;13
v_車輪;vocabulary;車輪;tire, car wheel, tyre;;;;;しゃりん;13
v_謝る;vocabulary;謝る;to apologize, to apologise;;;;;あやまる;13
v_旅行する;vocabulary;旅行する;to travel, to take a trip;;;;;りょこうする;14
v_年代順;vocabulary;年代順;chronological order;;;;;ねんだいじゅん;19
v_伝わる;vocabulary;伝わる;to be transmitted;;;;;つたわる;13
v_様々;vocabulary;様々;various, many;;;;;さまざま;13
v_英語;vocabulary;英語;english language, english;;;;;えいご;15
v_予告;vocabulary;予告;advance notice, forward notice, prior notice;;;;;よこく;18
v_養う;vocabulary;養う;to foster, to raise, to rear;;;;;やしなう;13
v_約する;vocabulary;約する;to promise;;;;;やくする;14
v_映す;vocabulary;映す;to project, to reflect;;;;;うつす;15
v_両側;vocabulary;両側;both sides;;;;;りょうがわ;17
v_順番;vocabulary;順番;order, one's turn;;;;;じゅんばん;19
v_非難;vocabulary;非難;criticism;;;;;ひなん;20
v_例文;vocabulary;例文;example sentence, model sentence, sample sentence;;;;;れいぶん;14
v_完了;vocabulary;完了;completion, complete, finish, conclusion;;;;;かんりょう;14
v_食べ放題;vocabulary;食べ放題;all you can eat;;;;;たべほうだい;15
v_被害;vocabulary;被害;damage, harm, injury;;;;;ひがい;20
v_近道;vocabulary;近道;shortcut, short way;;;;;ちかみち;10
v_悪例;vocabulary;悪例;bad example, bad precedent;;;;;あくれい;14
v_美術;vocabulary;美術;fine art;;;;;びじゅつ;14
v_有罪;vocabulary;有罪;guilty;;;;;ゆうざい;20
v_舌;vocabulary;舌;tongue;;;;;した;19
v_曲がる;vocabulary;曲がる;to be bent, to bend, to curve, to turn;;;;;まがる;8
v_昼;vocabulary;昼;noon;;;;;ひる;15
v_危機;vocabulary;危機;crisis;;;;;きき;20
v_助かる;vocabulary;助かる;to be helped, to be saved, to be rescued;;;;;たすかる;10
v_経験;vocabulary;経験;experience;;;;;けいけん;20
v_卒業;vocabulary;卒業;graduation;;;;;そつぎょう;14
v_思わず;vocabulary;思わず;unintentionally, reflexively, spontaneously, involuntarily, instinctively;;;;;おもわず;10
v_念願;vocabulary;念願;heart's desire, earnest wish;;;;;ねんがん;14
v_海軍;vocabulary;海軍;navy;;;;;かいぐん;15
v_人類学;vocabulary;人類学;anthropology;;;;;じんるいがく;20
v_余震;vocabulary;余震;aftershock;;;;;よしん;20
v_動かす;vocabulary;動かす;to move something;;;;;うごかす;14
v_特技;vocabulary;特技;specialty;;;;;とくぎ;14
v_旅行者;vocabulary;旅行者;traveler, tourist;;;;;りょこうしゃ;14
v_借りる;vocabulary;借りる;to borrow;;;;;かりる;18
v_報告;vocabulary;報告;report, information;;;;;ほうこく;18
v_血圧;vocabulary;血圧;blood pressure;;;;;けつあつ;20
v_防止;vocabulary;防止;prevention;;;;;ぼうし;20
v_建つ;vocabulary;建つ;to be erected, to be built;;;;;たつ;17
v_是非;vocabulary;是非;absolutely, by all means;;;;;ぜひ;17
v_無茶;vocabulary;無茶;absurd, rash, excessive;;;;;むちゃ;17
v_飛ぶ;vocabulary;飛ぶ;to fly, to jump;;;;;とぶ;20
v_鼻の穴;vocabulary;鼻の穴;nostril, nose hole;;;;;はなのあな;20
v_底;vocabulary;底;bottom;;;;;そこ;17
v_息;vocabulary;息;breath;;;;;いき;12
v_第一位;vocabulary;第一位;first place, first rank;;;;;だいいちい;12
v_目的;vocabulary;目的;purpose, goal, motive;;;;;もくてき;14
v_時計;vocabulary;時計;watch, clock;;;;;とけい;15
v_食堂;vocabulary;食堂;cafeteria, dining hall;;;;;しょくどう;17
v_無名;vocabulary;無名;anonymous;;;;;むめい;17
v_性;vocabulary;性;gender, nature, sex;;;;;せい;14
v_悪い;vocabulary;悪い;bad, substandard;;;;;わるい;12
v_血族;vocabulary;血族;blood relative;;;;;けつぞく;12
v_本流;vocabulary;本流;mainstream;;;;;ほんりゅう;12
v_鳴る;vocabulary;鳴る;to ring;;;;;なる;12
v_流行歌;vocabulary;流行歌;popular song;;;;;りゅうこうか;14
v_事情;vocabulary;事情;circumstances;;;;;じじょう;13
v_〜様;vocabulary;〜様;formal name ender, formal name title, sama, very formal name ender;;;;;さま;13
v_駅;vocabulary;駅;station, train station;;;;;えき;13
v_気温;vocabulary;気温;temperature;;;;;きおん;12
v_映像;vocabulary;映像;reflection, image;;;;;えいぞう;13
v_妥協する;vocabulary;妥協する;to compromise;;;;;だきょうする;16
v_要求する;vocabulary;要求する;to demand;;;;;ようきゅうする;16
v_存じる;vocabulary;存じる;to know, to be aware of;;;;;ぞんじる;16
v_希望する;vocabulary;希望する;to request, to wish;;;;;きぼうする;16
v_笑う;vocabulary;笑う;to laugh;;;;;わらう;16
v_関する;vocabulary;関する;to be connected to, to be related;;;;;かんする;16
v_親;vocabulary;親;parent;;;;;おや;10
v_感じる;vocabulary;感じる;to feel;;;;;かんじる;13
v_殺す;vocabulary;殺す;to kill;;;;;ころす;13
v_芸術;vocabulary;芸術;art, the arts, fine art;;;;;げいじゅつ;14
v_非常;vocabulary;非常;emergency;;;;;ひじょう;17
v_神風;vocabulary;神風;kamikaze, divine winds;;;;;かみかぜ;13
v_性愛;vocabulary;性愛;sexual love;;;;;せいあい;17
v_心理;vocabulary;心理;mental state, psychology;;;;;しんり;7
v_例えば;vocabulary;例えば;for example, for instance;;;;;たとえば;14
v_格好;vocabulary;格好;shape, form, posture;;;;;かっこう;14
v_工業;vocabulary;工業;industry;;;;;こうぎょう;10
v_流行語;vocabulary;流行語;popular phrase, catchphrase;;;;;りゅうこうご;14
v_建築;vocabulary;建築;architecture, construction;;;;;けんちく;15
v_地震;vocabulary;地震;earthquake;;;;;じしん;20
v_技;vocabulary;技;technique, art;;;;;わざ;14
v_区分;vocabulary;区分;division, classification;;;;;くぶん;15
v_地区;vocabulary;地区;district, area, zone;;;;;ちく;15
v_真実;vocabulary;真実;truth, reality;;;;;しんじつ;16
v_経験者;vocabulary;経験者;experienced person;;;;;けいけんしゃ;20
v_震度;vocabulary;震度;earthquake intensity, earthquake magnitude, magnitude, earthquake scale;;;;;しんど;20
v_方法;vocabulary;方法;method, way;;;;;ほうほう;15
v_兵器;vocabulary;兵器;arms, weapons;;;;;へいき;17
v_悪因悪果;vocabulary;悪因悪果;evil breeds evil, evil begets evil;;;;;あくいんあっか;17
v_幻想;vocabulary;幻想;fantasy, illusion;;;;;げんそう;17
v_水害;vocabulary;水害;flood damage, water damage;;;;;すいがい;20
v_無害;vocabulary;無害;harmless;;;;;むがい;20
v_穴;vocabulary;穴;hole;;;;;あな;20
v_官金;vocabulary;官金;government funds, government money;;;;;かんきん;17
v_表情;vocabulary;表情;facial expression;;;;;ひょうじょう;13
v_指先;vocabulary;指先;fingertip;;;;;ゆびさき;11
v_栄光;vocabulary;栄光;glory;;;;;えいこう;17
v_説明;vocabulary;説明;explanation;;;;;せつめい;17
v_薬物;vocabulary;薬物;medicines, drugs;;;;;やくぶつ;17
v_弓道;vocabulary;弓道;archery, kyudo, kyuudou;;;;;きゅうどう;18
v_火災;vocabulary;火災;fire disaster;;;;;かさい;20
v_君主国;vocabulary;君主国;monarchy;;;;;くんしゅこく;8
v_梅酒;vocabulary;梅酒;ume wine, plum wine, plum liquor, umeshu;;;;;うめしゅ;17
v_無知;vocabulary;無知;ignorance;;;;;むち;17
v_小説;vocabulary;小説;novel;;;;;しょうせつ;17
v_知識;vocabulary;知識;knowledge, information;;;;;ちしき;17
v_訓読み;vocabulary;訓読み;kun'yomi, kun reading, japanese reading;;;;;くんよみ;18
v_忘れ物;vocabulary;忘れ物;forgotten item, something forgotten, forgotten thing, lost property;;;;;わすれもの;20
v_正確;vocabulary;正確;accurate, precise, exact;;;;;せいかく;20
v_夫妻;vocabulary;夫妻;husband and wife;;;;;ふさい;20
v_湯;vocabulary;湯;hot water;;;;;ゆ;12
v_原作;vocabulary;原作;original work;;;;;げんさく;17
v_察知;vocabulary;察知;inference, infer, sense;;;;;さっち;17
v_空席;vocabulary;空席;open seat, empty seat, free seat;;;;;くうせき;17
v_恋愛;vocabulary;恋愛;love;;;;;れんあい;17
v_交渉;vocabulary;交渉;negotiation;;;;;こうしょう;17
v_無力;vocabulary;無力;powerless, powerlessness, helplessness;;;;;むりょく;17
v_存在;vocabulary;存在;existence;;;;;そんざい;20
v_動き;vocabulary;動き;movement, activity, trend, development, change;;;;;うごき;14
v_右側;vocabulary;右側;right side;;;;;みぎがわ;17
v_塩水;vocabulary;塩水;salt water;;;;;しおみず;17
v_自愛;vocabulary;自愛;self love, selfishness;;;;;じあい;17
v_薬方;vocabulary;薬方;prescription;;;;;やくほう;17
v_警察;vocabulary;警察;police;;;;;けいさつ;17
v_機械;vocabulary;機械;machine, mechanism;;;;;きかい;20
v_西側;vocabulary;西側;west side;;;;;にしがわ;17
v_感覚;vocabulary;感覚;senses, the senses;;;;;かんかく;17
v_煙い;vocabulary;煙い;smoky;;;;;けむい;20
v_軍;vocabulary;軍;army, troops, force;;;;;ぐん;15
v_察する;vocabulary;察する;to guess, to sense, to presume;;;;;さっする;17
v_梅;vocabulary;梅;ume, japanese plum;;;;;うめ;17
v_笑い;vocabulary;笑い;a laugh, laugh;;;;;わらい;18
v_集中;vocabulary;集中;concentration;;;;;しゅうちゅう;10
v_脳死;vocabulary;脳死;brain death, brain dead;;;;;のうし;18
v_弓;vocabulary;弓;bow;;;;;ゆみ;18
v_洗車;vocabulary;洗車;car wash;;;;;せんしゃ;18
v_丈;vocabulary;丈;height, only, just;;;;;たけ, だけ;15
v_借用;vocabulary;借用;borrowing, loan;;;;;しゃくよう;18
v_脳;vocabulary;脳;brain;;;;;のう;18
v_脳みそ;vocabulary;脳みそ;brains, gray matter;;;;;のうみそ;18
v_洗脳;vocabulary;洗脳;brainwashing;;;;;せんのう;18
v_本能;vocabulary;本能;instinct;;;;;ほんのう;14
v_不法;vocabulary;不法;illegal, unlawful;;;;;ふほう;15
v_上品;vocabulary;上品;elegant;;;;;じょうひん;18
v_分類;vocabulary;分類;classification;;;;;ぶんるい;18
v_利息;vocabulary;利息;interest;;;;;りそく;12
v_生存;vocabulary;生存;existence, life, survival;;;;;せいぞん;16
v_等号;vocabulary;等号;equal sign, equals sign;;;;;とうごう;18
v_会社;vocabulary;会社;company, corporation, the office;;;;;かいしゃ;5
v_急ぐ;vocabulary;急ぐ;to hurry;;;;;いそぐ;16
v_借金;vocabulary;借金;debt;;;;;しゃっきん;18
v_留学生;vocabulary;留学生;exchange student;;;;;りゅうがくせい;18
v_楽しむ;vocabulary;楽しむ;to enjoy, to enjoy oneself, to have fun;;;;;たのしむ;10
v_日本語;vocabulary;日本語;japanese language, japanese;;;;;にほんご;10
v_昨年;vocabulary;昨年;last year;;;;;さくねん;15
v_和食;vocabulary;和食;japanese style food, japanese food;;;;;わしょく;9
v_書き入れる;vocabulary;書き入れる;to write in, to fill in;;;;;かきいれる;18
v_体験;vocabulary;体験;experience;;;;;たいけん;18
v_作り方;vocabulary;作り方;how to make, way to make, way of making;;;;;つくりかた;7
v_作家;vocabulary;作家;author, writer, novelist;;;;;さっか;7
v_五枚;vocabulary;五枚;five flat objects, five sheets;;;;;ごまい;18
v_在外;vocabulary;在外;overseas, abroad;;;;;ざいがい;20
v_曲;vocabulary;曲;tune, piece of music, song, melody;;;;;きょく;6
v_美術館;vocabulary;美術館;museum, art museum, art gallery;;;;;びじゅつかん;16
v_兵;vocabulary;兵;soldier, army, troops;;;;;へい;17
v_決心;vocabulary;決心;determination, resolution, conviction;;;;;けっしん;8
v_毎度;vocabulary;毎度;each time, frequently, every time;;;;;まいど;9
v_機嫌;vocabulary;機嫌;mood;;;;;きげん;20
v_急;vocabulary;急;urgent, sudden, abrupt;;;;;きゅう;16
v_暑い;vocabulary;暑い;hot weather, hot;;;;;あつい;12
v_開業;vocabulary;開業;opening a business, opening of business, starting a business;;;;;かいぎょう;10
v_比率;vocabulary;比率;percentage, ratio;;;;;ひりつ;20
v_小指;vocabulary;小指;little finger, pinky finger, pinky;;;;;こゆび;11
v_一個;vocabulary;一個;one small thing, one thing, one small object, one object;;;;;いっこ;20
v_悪夢;vocabulary;悪夢;nightmare, bad dream;;;;;あくむ;20
v_災難;vocabulary;災難;misfortune, calamity, disaster;;;;;さいなん;20
v_機;vocabulary;機;machine, chance, opportunity;;;;;き;20
v_感謝;vocabulary;感謝;thanks, gratitude;;;;;かんしゃ;13
v_悪女;vocabulary;悪女;evil woman, wicked woman, bad woman;;;;;あくじょ;12
v_期待;vocabulary;期待;expectation, expect, anticipate;;;;;きたい;12
v_危険;vocabulary;危険;risky, unsafe, dangerous, danger, peril, hazard;;;;;きけん;16
v_汽笛;vocabulary;汽笛;steam whistle;;;;;きてき;19
v_手洗い;vocabulary;手洗い;hand washing, bathroom, restroom, lavatory, washing the hands;;;;;てあらい;20
v_水曜日;vocabulary;水曜日;wednesday;;;;;すいようび;18
v_祭;vocabulary;祭;festival;;;;;まつり;12
v_取り出す;vocabulary;取り出す;to pick out, to take out, to retrieve;;;;;とりだす;18
v_不可欠;vocabulary;不可欠;indispensable, essential;;;;;ふかけつ;18
v_日曜日;vocabulary;日曜日;sunday;;;;;にちようび;18
v_汽船;vocabulary;汽船;steam ship, steam boat;;;;;きせん;18
v_不等;vocabulary;不等;inequality, disparity;;;;;ふとう;18
v_静々;vocabulary;静々;quietly, calmly;;;;;しずしず;20
v_個人;vocabulary;個人;personal, individual;;;;;こじん;20
v_個室;vocabulary;個室;private room, one's own room;;;;;こしつ;20
v_厚い;vocabulary;厚い;thick;;;;;あつい;20
v_勝負;vocabulary;勝負;match, showdown, contest;;;;;しょうぶ;9
v_心配;vocabulary;心配;a worry, concern, anxiety, worry;;;;;しんぱい;10
v_養子;vocabulary;養子;adopted child, son in law;;;;;ようし;13
v_僧院;vocabulary;僧院;temple, monastery;;;;;そういん;18
v_喫煙;vocabulary;喫煙;smoking;;;;;きつえん;18
v_人種;vocabulary;人種;race of people, race;;;;;じんしゅ;18
v_公害;vocabulary;公害;pollution;;;;;こうがい;20
v_忘れる;vocabulary;忘れる;to forget;;;;;わすれる;18
v_訓練;vocabulary;訓練;training;;;;;くんれん;18
v_可能;vocabulary;可能;possible;;;;;かのう;18
v_配達する;vocabulary;配達する;to deliver;;;;;はいたつする;18
v_静止;vocabulary;静止;still, standstill, at rest, stationary;;;;;せいし;18
v_一夫多妻;vocabulary;一夫多妻;polygamy;;;;;いっぷたさい;20
v_形容詞;vocabulary;形容詞;adjective;;;;;けいようし;19
v_報じる;vocabulary;報じる;to report on;;;;;ほうじる;18
v_試みる;vocabulary;試みる;to try, to attempt;;;;;こころみる;18
v_加える;vocabulary;加える;to add;;;;;くわえる;19
v_確率;vocabulary;確率;probability;;;;;かくりつ;20
v_予防;vocabulary;予防;prevention, prevent;;;;;よぼう;20
v_周年;vocabulary;周年;anniversary;;;;;しゅうねん;14
v_文句する;vocabulary;文句する;to complain;;;;;もんくする;20
v_内容;vocabulary;内容;contents;;;;;ないよう;19
v_対比;vocabulary;対比;contrast, comparison;;;;;たいひ;19
v_混乱;vocabulary;混乱;confusion;;;;;こんらん;19
v_実在;vocabulary;実在;reality, real existence;;;;;じつざい;20
v_犯す;vocabulary;犯す;to commit a crime, to perpetrate;;;;;おかす;20
v_余裕;vocabulary;余裕;surplus, leeway, room;;;;;よゆう;20
v_日焼け;vocabulary;日焼け;sunburn;;;;;ひやけ;18
v_非常に;vocabulary;非常に;very, extremely, exceedingly;;;;;ひじょうに;19
v_残余;vocabulary;残余;remainder, residual;;;;;ざんよ;20
v_妨げる;vocabulary;妨げる;to obstruct, to prevent, to hamper;;;;;さまたげる;20
v_経つ;vocabulary;経つ;to pass, to expire;;;;;たつ;20
v_同期中;vocabulary;同期中;syncing, synchronizing;;;;;どうきちゅう;15
v_助詞;vocabulary;助詞;grammar particle, particle, postposition;;;;;じょし;19
v_妨害;vocabulary;妨害;obstruction, interference;;;;;ぼうがい;20
v_感心;vocabulary;感心;admiration;;;;;かんしん;13
v_原子力;vocabulary;原子力;nuclear power, nuclear energy, atomic power, atomic energy;;;;;げんしりょく;19
v_節句;vocabulary;節句;seasonal festival;;;;;せっく;19
v_名詞;vocabulary;名詞;noun;;;;;めいし;19
v_自動詞;vocabulary;自動詞;intransitive verb;;;;;じどうし;19
v_防水;vocabulary;防水;waterproof, watertight;;;;;ぼうすい;20
v_改正;vocabulary;改正;revision;;;;;かいせい;19
v_胸;vocabulary;胸;chest, breasts;;;;;むね;18
v_静か;vocabulary;静か;quiet;;;;;しずか;18
v_改善;vocabulary;改善;improvement, betterment;;;;;かいぜん;19
v_回転する;vocabulary;回転する;to rotate, to revolve;;;;;かいてんする;14
v_困る;vocabulary;困る;to be distressed, to be troubled;;;;;こまる;19
v_暴走;vocabulary;暴走;run wild, run out of control;;;;;ぼうそう;19
v_私財;vocabulary;私財;private funds, own funds, private property, personal funds;;;;;しざい;19
v_財布;vocabulary;財布;wallet, purse, handbag;;;;;さいふ;19
v_暴力;vocabulary;暴力;violence, force;;;;;ぼうりょく;19
v_裕福;vocabulary;裕福;wealth;;;;;ゆうふく;20
v_動詞;vocabulary;動詞;verb;;;;;どうし;19
v_面倒;vocabulary;面倒;trouble, difficulty;;;;;めんどう;20
v_松葉;vocabulary;松葉;pine needle;;;;;まつば;14
v_減法;vocabulary;減法;subtraction;;;;;げんぽう;19
v_議会;vocabulary;議会;diet, the diet, congress, parliament;;;;;ぎかい;20
v_他人;vocabulary;他人;another person, other people, stranger;;;;;たにん;4
v_禁句;vocabulary;禁句;taboo word, taboo phrase, dirty word, bad word;;;;;きんく;18
v_早々;vocabulary;早々;as soon as, just after, immediately after;;;;;そうそう;4
v_竹の子;vocabulary;竹の子;bamboo shoots, bamboo sprouts;;;;;たけのこ;4
v_虫;vocabulary;虫;bug, insect;;;;;むし;4
v_希望;vocabulary;希望;hope, wish, aspiration;;;;;きぼう;14
v_見える;vocabulary;見える;can see, visible, to be visible, to be able to see, able to see;;;;;みえる;4
v_先ず;vocabulary;先ず;first of all, to start with, firstly, to begin with;;;;;まず;4
v_今度;vocabulary;今度;this time, next time;;;;;こんど;9
v_信号;vocabulary;信号;traffic light, signal, traffic signal, stoplight, semaphore;;;;;しんごう;15
v_一年生;vocabulary;一年生;first year student;;;;;いちねんせい;4
v_愛知県;vocabulary;愛知県;aichi prefecture;;;;;あいちけん;17
v_注文;vocabulary;注文;order, request;;;;;ちゅうもん;11
v_側;vocabulary;側;side, side of something, part;;;;;がわ, そば;17
v_別冊;vocabulary;別冊;separate volume;;;;;べっさつ;19
v_勝手;vocabulary;勝手;as one pleases, one's own convenience, one's own way, one's way;;;;;かって;12
v_集まり;vocabulary;集まり;gathering, meeting, assembly, party, collection, get together;;;;;あつまり;12
v_着く;vocabulary;着く;to arrive;;;;;つく;12
v_中国;vocabulary;中国;china;;;;;ちゅうごく;6
v_味方;vocabulary;味方;ally, supporter, friend;;;;;みかた;11
v_必勝;vocabulary;必勝;sure victory, certain victory, sure win, sure victory, certain win;;;;;ひっしょう;9
v_分;vocabulary;分;minute, part;;;;;ぶん, ふん;3
v_平ら;vocabulary;平ら;flat;;;;;たいら;4
v_出発;vocabulary;出発;departure;;;;;しゅっぱつ;9
v_足;vocabulary;足;foot, leg;;;;;あし;4
v_丸ごと;vocabulary;丸ごと;in its entirety, whole, wholly, entirely;;;;;まるごと;4
v_出席;vocabulary;出席;attendance;;;;;しゅっせき;17
v_車内;vocabulary;車内;inside the car, in the car, in a car, inside a car, within the car, within a car;;;;;しゃない;4
v_発売中;vocabulary;発売中;now on sale, now for sale, currently on sale;;;;;はつばいちゅう;11
v_文字;vocabulary;文字;letter (of the alphabet), character, letters, characters, letter;;;;;もじ;4
v_一代;vocabulary;一代;lifetime, one lifetime;;;;;いちだい;4
v_主に;vocabulary;主に;mainly, primarily;;;;;おもに;4
v_美味しい;vocabulary;美味しい;tasty, good tasting, delicious;;;;;おいしい;15
v_先々月;vocabulary;先々月;month before last, the month before last;;;;;せんせんげつ;4
v_号;vocabulary;号;number, edition, model;;;;;ごう;4
v_開始;vocabulary;開始;start, beginning, opening;;;;;かいし;10
v_仏徒;vocabulary;仏徒;buddhist;;;;;ぶっと;19
v_近々;vocabulary;近々;before long, soon;;;;;ちかぢか, きんきん, ちかじか;7
